linqmap_roadType_1,linqmap_reportRating_1,linqmap_reliability_1,x_1,y_1,light_rail_1,minutes_since_pub_1,days_since_pub_1,traffic_1,0-2_1,2-4_1,4-6_1,6-8_1,8-10_1,10-12_1,12-14_1,14-16_1,16-18_1,18-20_1,20-22_1,22-24_1,sin_magvar_1,cos_magvar_1,linqmap_roadType_2,linqmap_reportRating_2,linqmap_reliability_2,x_2,y_2,light_rail_2,minutes_since_pub_2,days_since_pub_2,traffic_2,0-2_2,2-4_2,4-6_2,6-8_2,8-10_2,10-12_2,12-14_2,14-16_2,16-18_2,18-20_2,20-22_2,22-24_2,sin_magvar_2,cos_magvar_2,linqmap_roadType_3,linqmap_reportRating_3,linqmap_reliability_3,x_3,y_3,light_rail_3,minutes_since_pub_3,days_since_pub_3,traffic_3,0-2_3,2-4_3,4-6_3,6-8_3,8-10_3,10-12_3,12-14_3,14-16_3,16-18_3,18-20_3,20-22_3,22-24_3,sin_magvar_3,cos_magvar_3,linqmap_roadType_4,linqmap_reportRating_4,linqmap_reliability_4,x_4,y_4,light_rail_4,minutes_since_pub_4,days_since_pub_4,traffic_4,0-2_4,2-4_4,4-6_4,6-8_4,8-10_4,10-12_4,12-14_4,14-16_4,16-18_4,18-20_4,20-22_4,22-24_4,sin_magvar_4,cos_magvar_4,linqmap_type_1_ACCIDENT,linqmap_type_1_JAM,linqmap_type_1_ROAD_CLOSED,linqmap_subtype_1_ACCIDENT_NO_SUBTYPE,linqmap_subtype_1_JAM_HEAVY_TRAFFIC,linqmap_subtype_1_JAM_MODERATE_TRAFFIC,linqmap_subtype_1_JAM_NO_SUBTYPE,linqmap_subtype_1_JAM_STAND_STILL_TRAFFIC,linqmap_subtype_1_ROAD_CLOSED_EVENT,linqmap_type_2_JAM,linqmap_type_2_ROAD_CLOSED,linqmap_type_2_WEATHERHAZARD,linqmap_subtype_2_HAZARD_ON_ROAD_CONSTRUCTION,linqmap_subtype_2_HAZARD_ON_ROAD_TRAFFIC_LIGHT_FAULT,linqmap_subtype_2_JAM_HEAVY_TRAFFIC,linqmap_subtype_2_JAM_MODERATE_TRAFFIC,linqmap_subtype_2_JAM_NO_SUBTYPE,linqmap_subtype_2_JAM_STAND_STILL_TRAFFIC,linqmap_subtype_2_ROAD_CLOSED_EVENT,linqmap_subtype_2_ROAD_CLOSED_NO_SUBTYPE,linqmap_type_3_ACCIDENT,linqmap_type_3_JAM,linqmap_type_3_ROAD_CLOSED,linqmap_type_3_WEATHERHAZARD,linqmap_subtype_3_ACCIDENT_NO_SUBTYPE,linqmap_subtype_3_HAZARD_ON_ROAD_CAR_STOPPED,linqmap_subtype_3_HAZARD_ON_ROAD_CONSTRUCTION,linqmap_subtype_3_HAZARD_ON_ROAD_OBJECT,linqmap_subtype_3_HAZARD_ON_ROAD_TRAFFIC_LIGHT_FAULT,linqmap_subtype_3_JAM_HEAVY_TRAFFIC,linqmap_subtype_3_JAM_MODERATE_TRAFFIC,linqmap_subtype_3_JAM_NO_SUBTYPE,linqmap_subtype_3_JAM_STAND_STILL_TRAFFIC,linqmap_subtype_3_ROAD_CLOSED_CONSTRUCTION,linqmap_subtype_3_ROAD_CLOSED_EVENT,linqmap_subtype_3_WEATHERHAZARD_NO_SUBTYPE,linqmap_type_4_ACCIDENT,linqmap_type_4_JAM,linqmap_type_4_ROAD_CLOSED,linqmap_type_4_WEATHERHAZARD,linqmap_subtype_4_ACCIDENT_MAJOR,linqmap_subtype_4_ACCIDENT_MINOR,linqmap_subtype_4_ACCIDENT_NO_SUBTYPE,linqmap_subtype_4_HAZARD_ON_ROAD_CAR_STOPPED,linqmap_subtype_4_HAZARD_ON_ROAD_CONSTRUCTION,linqmap_subtype_4_HAZARD_ON_ROAD_OBJECT,linqmap_subtype_4_HAZARD_ON_ROAD_POT_HOLE,linqmap_subtype_4_HAZARD_ON_SHOULDER_CAR_STOPPED,linqmap_subtype_4_JAM_HEAVY_TRAFFIC,linqmap_subtype_4_JAM_MODERATE_TRAFFIC,linqmap_subtype_4_JAM_NO_SUBTYPE,linqmap_subtype_4_JAM_STAND_STILL_TRAFFIC,linqmap_subtype_4_ROAD_CLOSED_CONSTRUCTION,linqmap_subtype_4_ROAD_CLOSED_EVENT,linqmap_subtype_4_ROAD_CLOSED_NO_SUBTYPE,linqmap_subtype_4_WEATHERHAZARD_NO_SUBTYPE,most_prominent_street,second_most_prominent_street,1_in_most_prominent_street,1_in_second_most_prominent_street,2_in_most_prominent_street,2_in_second_most_prominent_street,3_in_most_prominent_street,3_in_second_most_prominent_street,4_in_most_prominent_street,4_in_second_most_prominent_street,z_score_1,1_used_in_mean,z_score_2,2_used_in_mean,z_score_3,3_used_in_mean,z_score_4,4_used_in_mean,mean_x,mean_y
2,0,10,180636.83000000007,664833.2699999996,0,0.0,58.411811782407405,2070,0,0,0,0,1,0,0,0,0,0,0,0,0.0,1.0,2,0,10,178618.1799999997,665686.4600000009,0,0.0,56.12014513888889,1429,0,0,0,0,0,0,0,0,1,0,0,0,0.0,1.0,2,5,5,180119.65000000037,664528.0600000005,0,20.692316666666667,0.0,690,0,0,0,0,0,0,0,0,0,1,0,0,0.9998476951563913,-0.017452406437283477,2,5,5,181303.49000000025,663464.7799999993,0,18.609,0.0,690,0,0,0,0,0,0,0,0,0,1,0,0,0.838670567945424,-0.5446390350150271,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.572213501308013,1.0,2.10567677523025,1.0,0.12538660444312905,1.0,1.8215695165470982,1.0,180169.5375000001,664628.1425000001
2,0,10,179225.83999999985,663041.8200000003,0,0.0,127.20346701388888,722,0,0,0,0,0,0,0,1,0,0,0,0,0.0,1.0,1,5,5,178927.2000000002,663626.4600000009,0,11.5925,0.0,690,0,0,0,0,0,0,0,0,0,1,0,0,0.29237170472273705,-0.9563047559630354,2,5,5,180410.91000000012,664718.0199999996,0,11.25915,0.0,690,0,0,0,0,0,0,0,0,0,1,0,0,-0.45399049973954625,-0.8910065241883681,1,5,5,178230.25,663098.6999999993,0,7.475833333333333,0.0,690,0,0,0,0,0,0,0,0,0,1,0,0,0.4383711467890773,-0.898794046299167,0,0,1,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.7942450386546328,1.0,0.37160559899565987,1.0,2.2384593679566995,1.0,1.5065518789057921,1.0,179198.55000000005,663621.25
1,0,10,179694.4400000004,665825.2200000007,0,0.0,278.20345550925924,722,0,0,0,0,0,0,0,1,0,0,0,0,0.0,1.0,2,0,10,178909.51999999955,666038.7699999996,0,0.0,96.30270320601852,985,0,0,0,0,0,1,0,0,0,0,0,0,0.0,1.0,1,0,10,180770.2999999998,661493.5800000001,0,0.0,25.281048078703705,1057,0,0,0,0,0,0,1,0,0,0,0,0,0.0,1.0,1,5,5,179957.29000000004,664148.9700000007,0,8.392583333333333,0.0,690,0,0,0,0,0,0,0,0,0,1,0,0,1.2246467991473532e-16,-1.0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.172233350421426,1.0,1.531679014473521,1.0,2.4421425504829823,1.0,0.20899060767678734,1.0,179832.88749999995,664376.6350000002
2,0,10,177321.38999999966,661428.4299999997,0,0.0,103.17426578703704,722,0,0,0,0,0,0,0,1,0,0,0,0,0.0,1.0,2,0,6,177426.34999999963,662419.4100000001,0,0.0,100.40816623842592,2070,0,0,0,0,1,0,0,0,0,0,0,0,0.0,1.0,2,0,10,177366.4400000004,661908.0899999999,0,0.0,100.40816625,2070,0,0,0,0,1,0,0,0,0,0,0,0,0.0,1.0,2,5,5,181452.99000000025,664988.0999999996,0,29.576066666666666,0.0,690,0,0,0,0,0,0,0,0,0,1,0,0,0.32556815445715703,-0.9455185755993167,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,3,0,1,0,1,0,1,0,0,0,1.0511016542856857,1.0,0.637477586656818,1.0,0.8191763371864922,1.0,2.4378365323099005,1.0,178391.79249999998,662686.0074999998
2,0,10,177334.5,661514.4299999997,0,0.0,103.17427743055555,722,0,0,0,0,0,0,0,1,0,0,0,0,0.0,1.0,2,0,10,177347.7999999998,661625.0600000005,0,0.0,103.17427744212964,722,0,0,0,0,0,0,0,1,0,0,0,0,0.0,1.0,2,0,10,177401.2000000002,662045.3599999994,0,0.0,103.17427745370371,722,0,0,0,0,0,0,0,1,0,0,0,0,0.0,1.0,2,5,6,183692.71,669140.8599999994,0,9.55955,0.0,690,0,0,0,0,0,0,0,0,0,1,0,0,0.0697564737441253,0.9975640502598242,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,3,0,1,0,1,0,1,0,0,0,0.8794682932137563,1.0,0.8476418702277707,1.0,0.7308753000249769,1.0,2.454490007819825,1.0,178944.0525,663581.4274999998
2,0,6,177381.58999999985,662031.7899999991,0,0.0,100.40816638888889,2070,0,0,0,0,1,0,0,0,0,0,0,0,0.0,1.0,17,0,10,178540.1799999997,663026.1099999994,0,0.0,70.9014534375,742,0,0,0,0,0,0,0,0,0,0,1,0,0.0,1.0,2,0,10,180244.75,664183.7100000009,0,0.0,9.995122407407408,751,0,0,0,0,0,0,0,0,0,1,0,0,0.0,1.0,4,5,7,180813.29000000004,667518.0899999999,0,15.809583333333334,0.0,690,0,0,0,0,0,0,0,0,0,1,0,0,-0.9743700647852351,-0.22495105434386525,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.6627086236811321,1.0,0.7934195422266459,1.0,0.5830425117723884,1.0,2.145511315237349,1.0,179244.9524999999,664189.9249999998
2,0,6,177356.33999999985,661702.3200000003,0,0.0,103.17426600694445,722,0,0,0,0,0,0,0,1,0,0,0,0,0.0,1.0,1,0,10,180749.91999999995,661572.5,0,0.0,25.281048368055554,1057,0,0,0,0,0,0,1,0,0,0,0,0,0.0,1.0,2,5,5,178384.34999999963,665200.3000000007,0,26.793016666666666,0.0,690,0,0,0,0,0,0,0,0,0,1,0,0,0.5150380749100542,0.8571673007021123,2,5,5,180688.8200000003,667179.6699999999,0,8.909683333333334,0.0,690,0,0,0,0,0,0,0,0,0,1,0,0,0.13917310096006574,-0.9902680687415703,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.5267995187491055,1.0,1.4311481463978288,1.0,0.8183352996853382,1.0,1.8436380710055706,1.0,179294.85749999993,663913.6975000002
2,0,10,177363.59999999963,661768.3800000008,0,0.0,103.17426607638889,722,0,0,0,0,0,0,0,1,0,0,0,0,0.0,1.0,16,0,10,178580.53000000026,663032.5,0,0.0,70.90144197916666,742,0,0,0,0,0,0,0,0,0,0,1,0,0.0,1.0,2,0,10,178693.75,665885.8900000006,0,0.0,56.12014571759259,1429,0,0,0,0,0,0,0,0,1,0,0,0,0.0,1.0,1,0,6,180770.2999999998,661493.5800000001,0,0.0,25.281048460648147,1057,0,0,0,0,0,0,1,0,0,0,0,0,0.0,1.0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1.323236841734343,1.0,0.18341041903919097,1.0,1.9198981617002566,1.0,1.6647968996077644,1.0,178852.04499999993,663045.0875000004
2,0,10,177395.46999999974,662145.5199999996,0,0.0,100.40727538194444,2070,0,0,0,0,1,0,0,0,0,0,0,0,0.0,1.0,2,5,6,179656.28000000026,666496.5999999996,0,31.843233333333334,0.0,690,0,0,0,0,0,0,0,0,0,1,0,0,0.13917310096006544,0.9902680687415704,4,5,5,180838.8200000003,666533.3800000008,0,5.376533333333334,0.0,690,0,0,0,0,0,0,0,0,0,1,0,0,-0.5591929034707473,0.8290375725550414,1,5,5,179299.4500000002,664705.3699999992,0,2.5598833333333335,0.0,690,0,0,0,0,0,0,0,0,0,1,0,0,-0.08715574274765794,-0.9961946980917455,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.2495889899931862,1.0,1.035803844624768,1.0,1.4501773491990892,1.0,0.1749622815594324,1.0,179297.50500000012,664970.2174999998
1,0,10,179748.33000000007,666135.5099999998,0,0.0,182.53682402777778,389,0,0,0,1,0,0,0,0,0,0,0,0,0.0,1.0,17,0,10,178626.95999999996,663024.7799999993,0,0.0,70.90144212962963,742,0,0,0,0,0,0,0,0,0,0,1,0,0.0,1.0,1,0,10,180468.24000000025,661860.9900000002,0,0.0,12.239462905092592,628,0,0,0,0,0,0,1,0,0,0,0,0,0.0,1.0,2,5,5,179557.45999999996,664502.7899999991,0,4.06,0.0,690,0,0,0,0,0,0,0,0,0,1,0,0,-0.05233595624294437,0.9986295347545738,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.9994708963674173,1.0,1.1472071363545795,1.0,1.9457242549423324,1.0,0.551555049947002,1.0,179600.24750000006,663881.0174999996
2,0,10,179177.2000000002,662945.9700000007,0,0.0,155.2513379861111,1057,0,0,0,0,0,0,1,0,0,0,0,0,0.0,1.0,2,0,10,179075.4500000002,663147.9499999993,0,0.0,103.39780791666666,2070,0,0,0,0,1,0,0,0,0,0,0,0,0.0,1.0,2,5,5,183586.75999999975,670144.3900000006,0,27.043383333333335,0.0,690,0,0,0,0,0,0,0,0,0,1,0,0,-0.4226182617406993,-0.90630778703665,2,5,5,183690.41000000012,669076.6600000001,0,10.14335,0.0,690,0,0,0,0,0,0,0,0,0,1,0,0,0.0,1.0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.4523186686267822,1.0,1.4132006400659638,1.0,1.5848489465148992,1.0,1.290635128209392,1.0,181382.45500000007,666328.7425000002
2,0,10,177386.4299999997,662058.9399999995,0,0.0,100.40816672453704,2070,0,0,0,0,1,0,0,0,0,0,0,0,0.0,1.0,1,0,6,180774.2199999997,661479.4800000004,0,374.6601,0.0,1057,0,0,0,0,0,0,1,0,0,0,0,0,0.0,1.0,2,5,5,178818.86000000034,666859.6099999994,0,31.593416666666666,0.0,690,0,0,0,0,0,0,0,0,0,1,0,0,-0.2923717047227364,-0.9563047559630355,2,5,5,181535.08000000007,663628.4700000007,0,7.976783333333334,0.0,690,0,0,0,0,0,0,0,0,0,1,0,0,0.17364817766693028,-0.984807753012208,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.435077947613888,1.0,1.2519869154871026,1.0,1.8547087764020613,1.0,1.0271658116621376,1.0,179628.64749999996,663506.625
2,0,6,177412.58000000007,662309.3499999996,0,0.0,100.40816679398148,2070,0,0,0,0,1,0,0,0,0,0,0,0,0.0,1.0,2,0,10,177419.7000000002,662364.0999999996,0,0.0,100.40816679398148,2070,0,0,0,0,1,0,0,0,0,0,0,0,0.0,1.0,2,0,7,177349.91999999993,661773.3100000005,0,0.0,100.40816679398148,2070,0,0,0,0,1,0,0,0,0,0,0,0,0.0,1.0,1,0,10,179116.38999999966,665972.2300000004,0,0.0,56.37148855324074,2070,0,0,0,0,1,0,0,0,0,0,0,0,0.0,1.0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,3,0,1,0,1,0,1,0,0,0,0.7409922095406851,1.0,0.6982449424491163,1.0,1.1692585421139912,1.0,2.601501665237746,1.0,177824.64749999996,663104.7475
2,0,10,179116.7000000002,665979.1099999994,0,0.0,57.28064365740741,1057,0,0,0,0,0,0,1,0,0,0,0,0,0.0,1.0,2,0,10,178678.98000000045,665826.8399999999,0,0.0,56.12014603009259,1429,0,0,0,0,0,0,0,0,1,0,0,0,0.0,1.0,1,0,6,180789.41999999995,661429.6300000008,0,374.6769,0.0,1057,0,0,0,0,0,0,1,0,0,0,0,0,0.0,1.0,2,5,7,180768.25999999975,665629.8699999992,0,3.7935333333333334,0.0,690,0,0,0,0,0,0,0,0,0,1,0,0,-0.19080899537654472,-0.981627183447664,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.018916702781342,1.0,1.1246920108364855,1.0,2.397060526732125,1.0,0.9132326522363434,1.0,179838.34000000008,664716.3624999998
17,0,10,178491.23000000045,663020.3100000005,0,0.0,70.90144248842593,742,0,0,0,0,0,0,0,0,0,0,1,0,0.0,1.0,2,5,6,180385.1500000004,664598.1300000008,0,17.260366666666666,0.0,690,0,0,0,0,0,0,0,0,0,1,0,0,0.35836794954530027,0.9335804264972017,2,5,5,181693.5700000003,667738.2100000009,0,10.82705,0.0,690,0,0,0,0,0,0,0,0,0,1,0,0,-0.961261695938319,-0.2756373558169989,2,2,5,179332.83999999985,666947.1600000001,0,2.22705,0.0,690,0,0,0,0,0,0,0,0,0,1,0,0,-0.9902680687415704,0.13917310096006547,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.9246762665505006,1.0,0.690350514891072,1.0,1.7984089175034572,1.0,0.98622157576453,1.0,179975.69750000024,665575.9525000006
1,0,10,180135.2000000002,662368.6999999993,0,0.0,107.13402355324074,1335,0,0,0,0,0,0,0,1,0,0,0,0,0.0,1.0,2,0,6,178813.41999999993,666065.5299999993,0,0.0,96.30270409722222,985,0,0,0,0,0,1,0,0,0,0,0,0,0.0,1.0,1,0,10,179022.34999999963,665899.0600000005,0,0.0,58.078479629629626,1333,0,0,0,0,0,0,0,0,1,0,0,0,0.0,1.0,2,5,7,179100.8799999999,663464.6799999997,0,8.877316666666667,0.0,690,0,0,0,0,0,0,0,0,0,1,0,0,0.984807753012208,0.17364817766693041,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.1533768975291943,1.0,1.6036004533928834,1.0,1.4044171807338044,1.0,0.9541728207846791,1.0,179267.9624999999,664449.4924999997
2,0,10,179100.08999999985,663100.0700000003,0,0.0,158.2537690162037,1057,0,0,0,0,0,0,1,0,0,0,0,0,0.0,1.0,17,0,10,178733.74000000022,662995.6600000001,0,0.0,70.90144262731482,742,0,0,0,0,0,0,0,0,0,0,1,0,0.0,1.0,1,0,6,179062.41999999993,665885.5,0,0.0,58.0784796875,1333,0,0,0,0,0,0,0,0,1,0,0,0,0.0,1.0,1,0,10,179115.53000000026,665875.9800000004,0,0.0,56.371500509259256,2070,0,0,0,0,1,0,0,0,0,0,0,0,0.0,1.0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1.738352382029815,1.0,1.8977691660277491,1.0,1.8079462741051833,1.0,1.7999623002379754,1.0,179002.94500000007,664464.3025000002
2,0,6,177381.6299999999,661904.2699999996,0,0.0,103.17426677083333,722,0,0,0,0,0,0,0,1,0,0,0,0,0.0,1.0,2,0,6,177395.46999999974,662145.5199999996,0,0.0,100.40817878472222,2070,0,0,0,0,1,0,0,0,0,0,0,0,0.0,1.0,2,0,10,178547.0,665523.4900000002,0,0.0,56.12014638888889,1429,0,0,0,0,0,0,0,0,1,0,0,0,0.0,1.0,2,5,5,184415.58000000007,668243.1199999992,0,4.360816666666667,0.0,690,0,0,0,0,0,0,0,0,0,1,0,0,-0.9271838545667873,-0.3746065934159123,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,2,0,1,0,1,0,0,0,0,0,1.1843936934771637,1.0,1.1144344677959004,1.0,0.502863207147444,1.0,2.2640614490947817,1.0,179434.91999999993,664454.0999999996
2,0,10,177437.83000000007,662499.7699999996,0,0.0,100.4081672800926,2070,0,0,0,0,1,0,0,0,0,0,0,0,0.0,1.0,2,0,10,179116.7000000002,665979.1099999994,0,0.0,96.30270429398148,985,0,0,0,0,0,1,0,0,0,0,0,0,0.0,1.0,2,0,10,178747.04000000004,666085.1899999995,0,0.0,56.12014646990741,1429,0,0,0,0,0,0,0,0,1,0,0,0,0.0,1.0,2,0,6,180344.96,664164.5899999999,0,0.0,9.99512329861111,751,0,0,0,0,0,0,0,0,0,1,0,0,0.0,1.0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,2.0987671734254936,1.0,1.0464692581617585,1.0,1.12583908109904,1.0,1.2145156075168364,1.0,178911.63250000007,664682.1649999996
2,0,10,177408.16000000015,662268.3399999999,0,0.0,100.40816732638889,2070,0,0,0,0,1,0,0,0,0,0,0,0,0.0,1.0,2,5,5,177228.71999999974,662700.6099999994,0,26.494366666666668,0.0,690,0,0,0,0,0,0,0,0,0,1,0,0,-0.5150380749100542,-0.8571673007021123,2,5,5,177469.2000000002,662985.8000000007,0,26.394333333333332,0.0,690,0,0,0,0,0,0,0,0,0,1,0,0,-0.7771459614569711,-0.6293203910498371,2,5,5,181245.6500000004,671700.5299999993,0,2.0942833333333333,0.0,690,0,0,0,0,0,0,0,0,0,1,0,0,0.5446390350150271,0.838670567945424,0,0,1,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,2,0,0,0,1,0,1,0,0,0,1.0000892495615292,1.0,0.8829292826297415,1.0,0.7542100280205237,1.0,2.6332889396235877,1.0,178337.9325000001,664913.8199999998
2,0,6,177405.6900000004,662240.8399999999,0,0.0,100.40816744212962,2070,0,0,0,0,1,0,0,0,0,0,0,0,0.0,1.0,2,0,10,178618.1799999997,665686.4600000009,0,0.0,56.120146597222224,1429,0,0,0,0,0,0,0,0,1,0,0,0,0.0,1.0,1,0,6,179719.23000000045,665936.1300000008,0,0.0,13.078503078703704,1333,0,0,0,0,0,0,0,0,1,0,0,0,0.0,1.0,2,5,5,180898.26999999955,664832.5099999998,0,20.177816666666665,0.0,690,0,0,0,0,0,0,0,0,0,1,0,0,-0.30901699437494773,-0.9510565162951535,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.1754347616584715,1.0,0.8328731783087615,1.0,1.001009172836112,1.0,1.2655514945756274,1.0,179160.34250000003,664673.9850000003
17,0,10,178661.00999999978,663015.4499999993,0,0.0,70.90144299768518,742,0,0,0,0,0,0,0,0,0,0,1,0,0.0,1.0,2,0,10,178578.91999999993,665596.5600000005,0,0.0,56.120146759259256,1429,0,0,0,0,0,0,0,0,1,0,0,0,0.0,1.0,2,0,10,178672.3799999999,665806.7899999991,0,0.0,56.12014678240741,1429,0,0,0,0,0,0,0,0,1,0,0,0,0.0,1.0,2,5,5,180797.0499999998,670249.2100000009,0,9.694616666666667,0.0,690,0,0,0,0,0,0,0,0,0,1,0,0,-0.15643446504023073,-0.9876883405951378,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,2,0,0,0,1,0,1,0,0,0,1.8061101488136564,1.0,0.4675637089047507,1.0,0.3507925309587485,1.0,2.483763422780091,1.0,179177.33999999985,666167.0025
1,0,6,180794.6399999997,661410.1999999993,0,374.67808333333335,0.0,1057,0,0,0,0,0,0,1,0,0,0,0,0,0.0,1.0,2,5,5,183690.28000000023,669067.7899999991,0,10.461416666666667,0.0,690,0,0,0,0,0,0,0,0,0,1,0,0,0.0,1.0,2,5,6,180545.25,664909.6899999995,0,23.2568,0.0,751,0,0,0,0,0,0,0,0,0,1,0,0,0.45399049973954675,0.8910065241883679,2,5,8,179171.3700000001,661710.4299999997,0,4.4901,0.0,751,0,0,0,0,0,0,0,0,0,1,0,0,0.9510565162951536,-0.30901699437494734,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.2150996885359748,1.0,2.3121866203561345,1.0,0.3429047297621545,1.0,1.3431962142790097,1.0,181050.385,664274.5274999994
