,linqmap_type,linqmap_subtype,pubDate,linqmap_reportDescription,linqmap_city,linqmap_street,linqmap_roadType,linqmap_reportRating,linqmap_magvar,linqmap_reliability,update_date,x,y
9434,ROAD_CLOSED,ROAD_CLOSED_EVENT,2021-12-10 12:47:37.000,,תל אביב - יפו,הר ציון,2,0,0,10,2022-05-17 18:53:02.642,179193.58000000007,662978.9499999993
9438,JAM,JAM_MODERATE_TRAFFIC,2022-05-17 18:25:17.000,,,423,6,5,27,5,2022-05-17 18:53:02.643,182596.66000000012,649493.6699999999
9440,ROAD_CLOSED,ROAD_CLOSED_EVENT,2022-03-07 21:14:58.000,,תל אביב - יפו,לוינסקי,17,0,0,10,2022-05-17 18:53:02.643,178733.74000000022,662995.6600000001
9439,WEATHERHAZARD,HAZARD_ON_SHOULDER_CAR_STOPPED,2022-05-17 18:38:22.000,,,6 צפון,3,5,20,10,2022-05-17 18:53:02.643,201105.29000000004,694475.3800000008
9436,JAM,JAM_STAND_STILL_TRAFFIC,2022-05-17 18:21:08.000,,,2 צפון,3,5,15,6,2022-05-17 18:53:02.643,187036.3899999997,688478.4499999993
9435,WEATHERHAZARD,HAZARD_ON_SHOULDER_CAR_STOPPED,2022-05-17 18:51:10.000,,,20 איילון דרום,3,5,186,5,2022-05-17 18:53:02.643,184296.59999999963,681414.4600000009
9437,ROAD_CLOSED,ROAD_CLOSED_EVENT,2021-12-10 12:47:37.000,,תל אביב - יפו,השומרון,2,0,0,10,2022-05-17 18:53:02.643,179100.08999999985,663100.0700000003
9441,ROAD_CLOSED,ROAD_CLOSED_EVENT,2022-04-06 17:00:01.000,,יהוד-מונוסון,שבזי,2,0,0,10,2022-05-17 18:53:02.644,190399.8799999999,659472.3200000003
9442,ROAD_CLOSED,ROAD_CLOSED_EVENT,2022-03-22 09:58:05.000,,תל אביב - יפו,מאנגר איציק,1,0,0,10,2022-05-17 18:53:02.644,179115.53000000026,665875.9800000004
9447,ROAD_CLOSED,ROAD_CLOSED_EVENT,2022-05-17 08:17:56.000,,אור יהודה,יגאל אלון,2,0,0,6,2022-05-17 18:53:02.645,186351.3200000003,660157.3000000007
9443,ROAD_CLOSED,ROAD_CLOSED_EVENT,2022-03-20 17:00:02.000,,תל אביב - יפו,רחל,1,0,0,6,2022-05-17 18:53:02.645,179062.41999999993,665885.5
9444,WEATHERHAZARD,HAZARD_ON_SHOULDER_CAR_STOPPED,2022-05-17 18:51:18.000,,,6 דרום,3,5,188,6,2022-05-17 18:53:02.645,193326.6799999997,649064.1500000004
9445,ROAD_CLOSED,ROAD_CLOSED_EVENT,2022-04-06 19:51:29.000,,אור יהודה,,1,0,0,10,2022-05-17 18:53:02.645,186028.3899999997,659304.3200000003
9446,JAM,JAM_STAND_STILL_TRAFFIC,2022-05-17 18:33:29.000,,,443 מזרח,6,5,132,7,2022-05-17 18:53:02.645,200544.3899999997,647794.5899999999
9449,JAM,JAM_STAND_STILL_TRAFFIC,2022-05-17 18:47:52.000,,רחובות,דרך מנחם בגין,2,5,293,5,2022-05-17 18:53:02.646,184375.29000000004,644250.9499999993
9450,WEATHERHAZARD,,2022-05-17 18:48:57.000,,,1 מזרח,3,5,179,9,2022-05-17 18:53:02.646,193137.16000000012,648291.0600000005
9448,JAM,JAM_HEAVY_TRAFFIC,2022-05-17 18:33:01.000,,תל אביב - יפו,אליעזר קפלן,2,5,89,5,2022-05-17 18:53:02.646,180237.2000000002,664525.7300000004
9452,JAM,JAM_STAND_STILL_TRAFFIC,2022-05-17 18:49:10.000,,,531 מזרח,3,5,91,5,2022-05-17 18:53:02.647,188515.54000000004,675447.3499999996
9453,ROAD_CLOSED,ROAD_CLOSED_EVENT,2022-02-06 09:05:16.000,,תל אביב - יפו,שד ירושלים,2,0,0,6,2022-05-17 18:53:02.647,177395.46999999974,662145.5199999996
9451,WEATHERHAZARD,HAZARD_ON_ROAD_CONSTRUCTION,2021-02-07 03:00:00.000,חסר מידע,,,0,0,0,10,2022-05-17 18:53:02.647,178825.86000000034,665089.1799999997
9456,ROAD_CLOSED,ROAD_CLOSED_EVENT,2022-03-22 16:00:02.000,,תל אביב - יפו,בן יהודה,2,0,0,10,2022-05-17 18:53:02.648,178547.0,665523.4900000002
9457,ROAD_CLOSED,ROAD_CLOSED_EVENT,2022-05-15 19:00:00.000,,אור יהודה,,20,0,0,6,2022-05-17 18:53:02.648,187301.4000000004,659492.1300000008
9454,JAM,JAM_STAND_STILL_TRAFFIC,2022-05-17 18:46:42.000,,,6 דרום,3,5,220,5,2022-05-17 18:53:02.648,194222.24000000025,651797.25
9455,ROAD_CLOSED,ROAD_CLOSED_EVENT,2022-05-15 19:00:00.000,,אור יהודה,,20,0,0,6,2022-05-17 18:53:02.648,187270.0,659512.6500000004
9460,ROAD_CLOSED,ROAD_CLOSED_EVENT,2022-02-03 14:42:06.000,,תל אביב - יפו,שד ירושלים,2,0,0,6,2022-05-17 18:53:02.649,177381.6299999999,661904.2699999996
9459,JAM,JAM_STAND_STILL_TRAFFIC,2022-05-17 18:48:41.000,,תל אביב - יפו,ראול ולנברג,2,5,248,5,2022-05-17 18:53:02.649,184415.58000000007,668243.1199999992
9458,JAM,JAM_STAND_STILL_TRAFFIC,2022-05-17 18:25:20.000,,,4 צפון,3,5,39,7,2022-05-17 18:53:02.649,189326.6399999997,675433.4100000001
9461,JAM,JAM_STAND_STILL_TRAFFIC,2022-05-17 18:46:40.000,,,ל- דרך קיבוץ גלויות,4,5,339,5,2022-05-17 18:53:02.650,180224.4299999997,661334.0700000003
9462,ROAD_CLOSED,ROAD_CLOSED_EVENT,2022-02-06 09:05:17.000,,תל אביב - יפו,שד ירושלים,2,0,0,7,2022-05-17 18:53:02.650,177403.1200000001,662212.1300000008
9463,JAM,JAM_STAND_STILL_TRAFFIC,2022-05-17 18:46:38.000,,,ל-דרך השלום,4,5,12,5,2022-05-17 18:53:02.650,180636.6799999997,664100.8300000001
9464,ROAD_CLOSED,ROAD_CLOSED_EVENT,2022-02-10 11:37:09.000,,תל אביב - יפו,ארלוזורוב,2,0,0,10,2022-05-17 18:53:02.651,179116.7000000002,665979.1099999994
9465,ROAD_CLOSED,ROAD_CLOSED_EVENT,2022-02-22 15:00:03.000,,אור יהודה,הכלנית,1,0,0,6,2022-05-17 18:53:02.651,187667.66999999995,659861.0099999998
9466,JAM,JAM_HEAVY_TRAFFIC,2022-05-17 18:47:22.000,,,ל-20 איילון צפון,4,5,29,6,2022-05-17 18:53:02.651,182115.9299999997,668497.0
9467,JAM,JAM_HEAVY_TRAFFIC,2022-05-17 18:25:53.000,,,443 מזרח,6,5,110,7,2022-05-17 18:53:02.652,196049.36000000036,650957.4399999995
9474,JAM,JAM_STAND_STILL_TRAFFIC,2022-05-17 18:46:37.000,,רחובות,411 מזרח,6,5,127,5,2022-05-17 18:53:02.653,178580.79000000004,644313.6300000008
9473,WEATHERHAZARD,HAZARD_ON_SHOULDER_CAR_STOPPED,2022-05-17 18:49:21.000,,,20 איילון צפון,3,5,349,7,2022-05-17 18:53:02.653,177233.34999999963,652784.25
9472,ROAD_CLOSED,ROAD_CLOSED_EVENT,2022-02-24 16:37:58.000,,חולון,אילת,2,0,0,10,2022-05-17 18:53:02.653,177976.3700000001,658984.2100000009
9468,WEATHERHAZARD,HAZARD_ON_SHOULDER_CAR_STOPPED,2022-05-17 18:48:38.000,,,ל- 2 חיפה,4,5,5,5,2022-05-17 18:53:02.653,184474.66000000012,682698.25
9470,ROAD_CLOSED,ROAD_CLOSED_EVENT,2022-01-08 19:00:01.000,,אור יהודה,דוד אלעזר,1,0,0,10,2022-05-17 18:53:02.653,187492.6399999997,659382.8399999999
9469,ROAD_CLOSED,ROAD_CLOSED_EVENT,2022-02-06 09:05:17.000,,תל אביב - יפו,שד ירושלים,2,0,0,10,2022-05-17 18:53:02.653,177437.83000000007,662499.7699999996
9471,ROAD_CLOSED,ROAD_CLOSED_EVENT,2022-05-07 19:00:04.000,,תל אביב - יפו,יהודית,2,0,0,6,2022-05-17 18:53:02.653,180344.96,664164.5899999999
9479,ROAD_CLOSED,ROAD_CLOSED_EVENT,2022-04-12 08:45:04.000,,רמת השרון,,1,0,0,10,2022-05-17 18:53:02.654,185945.34999999963,672815.7400000002
9478,JAM,JAM_HEAVY_TRAFFIC,2022-05-17 18:42:43.000,,הרצליה,שבעת הכוכבים,2,5,92,5,2022-05-17 18:53:02.654,182463.58999999985,674143.3200000003
9475,JAM,JAM_HEAVY_TRAFFIC,2022-05-17 18:49:35.000,,בת ים,שד יוספטל,2,5,294,6,2022-05-17 18:53:02.654,176767.41999999993,658111.5099999998
9476,ROAD_CLOSED,ROAD_CLOSED_EVENT,2022-05-15 17:00:03.000,,רחובות,,1,0,0,6,2022-05-17 18:53:02.654,179078.8099999996,645173.0500000007
9477,ROAD_CLOSED,ROAD_CLOSED_EVENT,2022-01-13 20:00:03.000,,יהוד-מונוסון,תמר,1,0,0,10,2022-05-17 18:53:02.654,188285.58999999985,659377.2899999991
9480,JAM,JAM_HEAVY_TRAFFIC,2022-05-17 18:24:21.000,,,4 דרום,3,5,229,5,2022-05-17 18:53:02.655,181978.41999999995,656642.4600000009
9481,ROAD_CLOSED,ROAD_CLOSED_EVENT,2022-03-22 16:00:02.000,,תל אביב - יפו,בן יהודה,2,0,0,10,2022-05-17 18:53:02.655,178747.04000000004,666085.1899999995
9482,WEATHERHAZARD,HAZARD_ON_ROAD_POT_HOLE,2022-05-17 18:38:50.000,,,ל-57 כפר יונה,4,5,17,9,2022-05-17 18:53:02.655,187784.01999999955,692338.4299999997
9483,ROAD_CLOSED,ROAD_CLOSED_EVENT,2022-05-17 12:38:22.000,,תל אביב - יפו,שתולים,1,0,0,6,2022-05-17 18:53:02.656,180789.41999999995,661429.6300000008
9484,JAM,JAM_HEAVY_TRAFFIC,2022-05-17 18:47:53.000,,סביון,הגבעה,1,5,281,5,2022-05-17 18:53:02.656,188162.76999999955,662390.3599999994
9485,JAM,JAM_STAND_STILL_TRAFFIC,2022-05-17 18:23:20.000,,בני ברק,דרך אם המושבות,2,5,251,5,2022-05-17 18:53:02.656,183999.2199999997,667370.1899999995
9486,JAM,JAM_HEAVY_TRAFFIC,2022-05-17 18:42:57.000,,,ל-4 אשדוד,4,5,197,6,2022-05-17 18:53:02.656,183397.3899999997,658709.3399999999
9489,JAM,JAM_MODERATE_TRAFFIC,2022-05-17 18:50:57.000,,תל אביב - יפו,דרך נמיר,2,5,33,5,2022-05-17 18:53:02.657,181245.6500000004,671700.5299999993
9487,ROAD_CLOSED,ROAD_CLOSED_EVENT,2022-02-06 09:05:17.000,,תל אביב - יפו,שד ירושלים,2,0,0,10,2022-05-17 18:53:02.657,177408.16000000015,662268.3399999999
9488,JAM,JAM_STAND_STILL_TRAFFIC,2022-05-17 18:33:42.000,,,"ל-רח׳ הירדן, הפארק הלאומי",4,5,290,5,2022-05-17 18:53:02.657,184095.91000000012,662838.1099999994
9491,JAM,JAM_STAND_STILL_TRAFFIC,2022-05-17 18:24:15.000,,,4 צפון,3,5,356,5,2022-05-17 18:53:02.658,189305.41999999995,678647.4800000004
9492,JAM,JAM_HEAVY_TRAFFIC,2022-05-17 18:25:22.000,,נתניה,דרך דגניה,2,3,8,5,2022-05-17 18:53:02.658,188338.25,690149.9800000004
9490,JAM,JAM_STAND_STILL_TRAFFIC,2022-05-17 18:37:50.000,,,1 מזרח,3,5,211,6,2022-05-17 18:53:02.658,193776.86000000036,651193.3499999996
9493,JAM,JAM_MODERATE_TRAFFIC,2022-05-17 18:24:48.000,,,20 איילון צפון,3,1,358,9,2022-05-17 18:53:02.659,177077.21999999974,653837.8699999992
9494,JAM,JAM_STAND_STILL_TRAFFIC,2022-05-17 18:37:02.000,,ראשון לציון,,1,5,316,6,2022-05-17 18:53:02.659,178179.98000000045,654884.6400000006
9495,WEATHERHAZARD,HAZARD_ON_SHOULDER_CAR_STOPPED,2022-05-17 18:51:06.000,,,"ל-4311 ראשון לציון, פלמחים",4,5,83,5,2022-05-17 18:53:02.659,178623.63999999966,651657.8699999992
9496,JAM,JAM_STAND_STILL_TRAFFIC,2022-05-17 18:26:39.000,,תל אביב - יפו,נחום גולדמן,2,5,231,5,2022-05-17 18:53:02.660,177469.2000000002,662985.8000000007
9497,WEATHERHAZARD,HAZARD_ON_ROAD_CONSTRUCTION,2021-02-07 03:00:00.000,חסר מידע,,,0,0,0,10,2022-05-17 18:53:02.660,178825.86000000034,665089.1799999997
9498,WEATHERHAZARD,HAZARD_ON_ROAD_CAR_STOPPED,2022-05-17 18:37:47.000,,,42 דרום,6,5,210,10,2022-05-17 18:53:02.660,179450.33000000007,650242.1999999993
9500,WEATHERHAZARD,HAZARD_ON_ROAD_CONSTRUCTION,2021-02-07 05:00:00.000,חסר מידע,,,0,0,0,10,2022-05-17 18:53:02.661,178825.86000000034,665089.1799999997
9499,ROAD_CLOSED,ROAD_CLOSED_EVENT,2022-05-15 19:00:00.000,,אור יהודה,זבוטינסקי,1,0,0,6,2022-05-17 18:53:02.661,187269.54000000004,659426.4900000002
9501,JAM,JAM_MODERATE_TRAFFIC,2022-05-17 18:43:49.000,,,1 מערב / 6 צפון,3,2,9,6,2022-05-17 18:53:02.662,193274.4299999997,648601.2599999998
9502,JAM,JAM_HEAVY_TRAFFIC,2022-05-17 18:26:33.000,,תל אביב - יפו,נחום גולדמן,2,5,211,5,2022-05-17 18:53:02.662,177228.71999999974,662700.6099999994
9503,WEATHERHAZARD,,2022-05-17 18:46:56.000,,,531 מזרח,3,5,16,10,2022-05-17 18:53:02.662,184136.71,677364.3900000006
9504,WEATHERHAZARD,HAZARD_ON_SHOULDER_CAR_STOPPED,2022-05-17 18:51:10.000,,,1 מזרח,3,5,192,5,2022-05-17 18:53:02.663,193375.3200000003,649375.0199999996
9505,JAM,JAM_MODERATE_TRAFFIC,2022-05-17 18:22:54.000,,,40 צפון,6,5,24,5,2022-05-17 18:53:02.663,179567.6200000001,638056.0099999998
9506,JAM,JAM_HEAVY_TRAFFIC,2022-05-17 18:29:55.000,,רמת גן,זאב זבוטינסקי,2,5,241,6,2022-05-17 18:53:02.663,181140.08999999985,665464.9000000004
9509,JAM,JAM_STAND_STILL_TRAFFIC,2022-05-17 18:34:08.000,,תל אביב - יפו,הירקון,2,5,19,6,2022-05-17 18:53:02.664,177995.75,664322.5099999998
9508,JAM,JAM_STAND_STILL_TRAFFIC,2022-05-17 18:10:52.000,,,6 דרום,3,5,200,10,2022-05-17 18:53:02.664,188580.4400000004,643073.8200000003
9507,JAM,JAM_HEAVY_TRAFFIC,2022-05-17 18:36:24.000,,פתח תקווה,היצירה,2,5,201,5,2022-05-17 18:53:02.664,186024.0499999998,666989.6099999994
9510,ROAD_CLOSED,ROAD_CLOSED_EVENT,2022-05-08 13:00:00.000,,,"ל-משה דיין (מזרח), שד רבין",4,0,0,10,2022-05-17 18:53:02.665,177189.1900000004,655288.9199999999
9511,WEATHERHAZARD,HAZARD_ON_SHOULDER_CAR_STOPPED,2022-05-17 18:49:39.000,,,6 דרום,3,5,213,5,2022-05-17 18:53:02.665,196444.98000000045,679010.3399999999
9512,WEATHERHAZARD,HAZARD_ON_SHOULDER_CAR_STOPPED,2022-05-17 18:48:36.000,,,443 מערב,6,5,281,7,2022-05-17 18:53:02.665,197030.1500000004,650381.7599999998
9513,ROAD_CLOSED,ROAD_CLOSED_EVENT,2022-03-22 16:00:02.000,,תל אביב - יפו,בן יהודה,2,0,0,10,2022-05-17 18:53:02.666,178618.1799999997,665686.4600000009
9514,ROAD_CLOSED,ROAD_CLOSED_EVENT,2022-05-04 17:00:00.000,,תל אביב - יפו,בן סרוק,1,0,0,6,2022-05-17 18:53:02.666,179719.23000000045,665936.1300000008
9515,JAM,JAM_STAND_STILL_TRAFFIC,2022-05-17 18:16:58.000,,,3 מערב,6,1,230,10,2022-05-17 18:53:02.666,192660.34999999963,636356.4600000009
9516,JAM,JAM_MODERATE_TRAFFIC,2022-05-17 18:39:12.000,,,"ל- קריית אונו, גבעת שמואל",4,5,257,5,2022-05-17 18:53:02.666,187165.98000000045,664128.2599999998
9517,WEATHERHAZARD,HAZARD_ON_SHOULDER_CAR_STOPPED,2022-05-17 18:33:18.000,,נמל תעופה בן-גוריון,דרך הטרמינל,2,5,85,6,2022-05-17 18:53:02.667,187689.1200000001,655982.0399999991
9518,ROAD_CLOSED,ROAD_CLOSED_EVENT,2022-05-08 13:00:00.000,,,,4,0,0,10,2022-05-17 18:53:02.667,177015.08000000007,654349.8800000008
9519,ROAD_CLOSED,ROAD_CLOSED_EVENT,2022-02-06 09:05:17.000,,תל אביב - יפו,שד ירושלים,2,0,0,6,2022-05-17 18:53:02.667,177405.6900000004,662240.8399999999
9520,ROAD_CLOSED,ROAD_CLOSED_EVENT,2022-04-17 18:49:39.000,,נתניה,,1,0,0,10,2022-05-17 18:53:02.668,186810.84999999963,695239.0700000003
9521,JAM,,2022-05-17 18:43:26.000,,,,7,5,12,5,2022-05-17 18:53:02.668,173498.25999999978,640196.3900000006
9522,JAM,,2022-05-17 18:20:45.000,,,"ל-4 אשדוד, 44 חולון, רמלה, בת ים",4,5,212,10,2022-05-17 18:53:02.668,183203.25999999975,658396.8100000005
9527,JAM,JAM_STAND_STILL_TRAFFIC,2022-05-17 18:32:52.000,,תל אביב - יפו,יגאל אלון,2,5,198,5,2022-05-17 18:53:02.669,180898.26999999955,664832.5099999998
9525,ROAD_CLOSED,ROAD_CLOSED_EVENT,2022-04-14 19:43:34.000,,יהוד-מונוסון,נורדאו,1,0,0,10,2022-05-17 18:53:02.669,190015.04000000004,659611.7300000004
9526,JAM,JAM_STAND_STILL_TRAFFIC,2022-05-17 18:35:54.000,,,553 מערב,6,5,281,5,2022-05-17 18:53:02.669,186967.91999999995,686537.0999999996
9523,WEATHERHAZARD,HAZARD_ON_SHOULDER_CAR_STOPPED,2022-05-17 18:44:41.000,,,44 דרום,6,5,118,6,2022-05-17 18:53:02.669,180246.08999999985,660090.1099999994
9524,JAM,JAM_STAND_STILL_TRAFFIC,2022-05-17 18:46:10.000,,,4 דרום,3,5,181,6,2022-05-17 18:53:02.669,185598.36000000036,666632.9199999999
9528,JAM,JAM_STAND_STILL_TRAFFIC,2022-05-17 18:25:15.000,,,3 מערב,6,5,236,5,2022-05-17 18:53:02.670,192196.53000000023,635870.2799999993
9529,JAM,JAM_HEAVY_TRAFFIC,2022-05-17 18:38:12.000,,,5 מזרח,3,5,113,6,2022-05-17 18:53:02.670,188162.2999999998,669518.0700000003
9530,WEATHERHAZARD,HAZARD_ON_SHOULDER_CAR_STOPPED,2022-05-17 18:50:41.000,,,531 מזרח,3,5,85,6,2022-05-17 18:53:02.670,188220.9699999997,675443.6999999993
9531,JAM,JAM_STAND_STILL_TRAFFIC,2022-05-17 18:31:21.000,,,,4,5,216,6,2022-05-17 18:53:02.671,192159.54000000004,635847.4700000007
9532,JAM,JAM_MODERATE_TRAFFIC,2022-05-17 18:41:34.000,,,1 מזרח,3,5,137,5,2022-05-17 18:53:02.671,180370.99000000025,660833.1699999999
9533,JAM,JAM_STAND_STILL_TRAFFIC,2022-05-17 18:39:43.000,,,"ל- 3 באר-שבע, מודיעין, אשקלון, אשדוד",4,5,5,5,2022-05-17 18:53:02.671,198944.99000000025,638393.1300000008
9534,JAM,JAM_STAND_STILL_TRAFFIC,2022-05-17 18:27:18.000,,,,4,5,186,8,2022-05-17 18:53:02.671,185585.58999999985,666851.6500000004
9535,JAM,JAM_STAND_STILL_TRAFFIC,2022-05-17 18:07:11.000,,,6 דרום,3,5,212,10,2022-05-17 18:53:02.672,187057.61000000036,638745.7899999991
9536,JAM,JAM_STAND_STILL_TRAFFIC,2022-05-17 18:42:32.000,,,6 דרום,3,5,237,5,2022-05-17 18:53:02.672,195743.1200000001,652748.6099999994
9537,JAM,JAM_HEAVY_TRAFFIC,2022-05-17 18:40:01.000,,גבעתיים,סירקין,2,3,216,5,2022-05-17 18:53:02.673,182670.9500000002,665034.8399999999
9538,JAM,JAM_STAND_STILL_TRAFFIC,2022-05-17 18:30:59.000,,,20 איילון דרום,3,5,193,6,2022-05-17 18:53:02.673,181300.4500000002,666458.4399999995
9539,JAM,JAM_HEAVY_TRAFFIC,2022-05-17 18:03:36.000,,,20 איילון צפון,3,5,3,9,2022-05-17 18:53:02.673,180648.08000000007,664343.1999999993
9540,WEATHERHAZARD,,2022-05-17 18:48:16.000,,,20 איילון דרום,3,5,192,10,2022-05-17 18:53:02.673,177400.45999999996,656557.4000000004
9543,JAM,JAM_STAND_STILL_TRAFFIC,2022-05-17 18:28:07.000,,תל אביב - יפו,דבורה הנביאה,2,5,269,5,2022-05-17 18:53:02.674,184282.58999999985,669555.9199999999
9541,JAM,JAM_STAND_STILL_TRAFFIC,2022-05-17 18:22:13.000,,,6 דרום,3,5,194,7,2022-05-17 18:53:02.674,188318.51999999955,642294.2400000002
9542,WEATHERHAZARD,HAZARD_ON_SHOULDER_CAR_STOPPED,2022-05-17 18:47:12.000,,,44 דרום,6,5,149,10,2022-05-17 18:53:02.674,184119.4699999997,655031.0899999999
9544,ROAD_CLOSED,ROAD_CLOSED_EVENT,2022-03-07 21:14:58.000,,תל אביב - יפו,לוינסקי,17,0,0,10,2022-05-17 18:53:02.675,178661.00999999978,663015.4499999993
9545,JAM,JAM_HEAVY_TRAFFIC,2022-05-17 18:37:42.000,,נתניה,57 מערב,6,5,277,7,2022-05-17 18:53:02.675,188618.83999999985,692297.9000000004
9546,JAM,JAM_HEAVY_TRAFFIC,2022-05-17 18:25:18.000,,קריית אונו,"צה""ל",2,5,85,5,2022-05-17 18:53:02.675,187271.5599999996,661888.9499999993
9547,WEATHERHAZARD,HAZARD_ON_SHOULDER_CAR_STOPPED,2022-05-17 18:50:05.000,,,6 דרום,3,5,186,6,2022-05-17 18:53:02.676,193835.4500000002,665589.1099999994
9548,WEATHERHAZARD,HAZARD_ON_SHOULDER_CAR_STOPPED,2022-05-17 18:31:47.000,,נמל תעופה בן-גוריון,רשות שדות התעופה,2,5,315,10,2022-05-17 18:53:02.676,189059.7000000002,655745.5399999991
9549,JAM,JAM_HEAVY_TRAFFIC,2022-05-17 18:46:03.000,,,20 איילון צפון,3,5,357,5,2022-05-17 18:53:02.676,182299.25,670729.6799999997
9550,JAM,JAM_STAND_STILL_TRAFFIC,2022-05-17 18:43:21.000,,תל אביב - יפו,דרך נמיר,2,5,189,5,2022-05-17 18:53:02.677,180797.0499999998,670249.2100000009
9551,WEATHERHAZARD,HAZARD_ON_ROAD_CONSTRUCTION,2022-05-11 06:00:00.000,חסר מידע,,,0,0,0,10,2022-05-17 18:53:02.677,180353.00999999975,662226.7100000009
9552,JAM,JAM_STAND_STILL_TRAFFIC,2022-05-17 18:42:32.000,,,2 צפון,3,5,28,6,2022-05-17 18:53:02.677,183932.71,679947.9600000009
9553,WEATHERHAZARD,HAZARD_ON_ROAD_CAR_STOPPED,2022-05-17 18:48:18.000,,פתח תקווה,בזל,2,5,283,6,2022-05-17 18:53:02.677,187653.1299999999,666519.4700000007
9555,ROAD_CLOSED,ROAD_CLOSED_EVENT,2022-05-07 19:00:04.000,,הוד השרון,ששת הימים,2,0,0,9,2022-05-17 18:53:02.678,192609.91000000012,673792.8699999992
9554,JAM,JAM_STAND_STILL_TRAFFIC,2022-05-17 18:45:05.000,,פתח תקווה,אבשלום גיסין,2,5,103,5,2022-05-17 18:53:02.678,188663.6900000004,667232.0099999998
9556,WEATHERHAZARD,HAZARD_ON_ROAD_CAR_STOPPED,2022-05-17 18:51:12.000,,,40 דרום,6,5,188,5,2022-05-17 18:53:02.678,191044.5499999998,664019.9000000004
9557,JAM,JAM_HEAVY_TRAFFIC,2022-05-17 18:28:17.000,,רמת גן,"הרא""ה",2,1,183,6,2022-05-17 18:53:02.679,183634.8200000003,664703.9499999993
9562,ROAD_CLOSED,ROAD_CLOSED_EVENT,2022-03-22 16:00:02.000,,תל אביב - יפו,בן יהודה,2,0,0,10,2022-05-17 18:53:02.680,178578.91999999993,665596.5600000005
9563,WEATHERHAZARD,HAZARD_ON_SHOULDER_CAR_STOPPED,2022-05-17 17:54:36.000,,נחשונים,,2,5,108,10,2022-05-17 18:53:02.680,194944.9400000004,663812.3100000005
9561,JAM,JAM_HEAVY_TRAFFIC,2022-05-17 18:27:05.000,,רמת גן,"הרא""ה",2,1,183,5,2022-05-17 18:53:02.680,183649.59999999963,664934.2200000007
9559,ACCIDENT,,2022-05-17 18:14:44.000,,,461 מערב,6,5,89,10,2022-05-17 18:53:02.680,187942.54000000004,660101.5
9558,JAM,JAM_STAND_STILL_TRAFFIC,2022-05-17 18:47:51.000,,,,2,5,356,5,2022-05-17 18:53:02.680,184217.4299999997,681715.8300000001
9560,ROAD_CLOSED,ROAD_CLOSED_EVENT,2022-01-08 19:00:01.000,,אור יהודה,דוד אלעזר,1,0,0,10,2022-05-17 18:53:02.680,187422.34999999963,659473.8200000003
9564,JAM,,2022-05-17 18:39:28.000,,,444 צפון,6,5,355,5,2022-05-17 18:53:02.681,194803.71,662455.3100000005
9565,JAM,JAM_STAND_STILL_TRAFFIC,2022-05-17 18:28:37.000,,,4 דרום,3,5,222,10,2022-05-17 18:53:02.681,176792.25,650882.7699999996
9566,WEATHERHAZARD,HAZARD_ON_SHOULDER_CAR_STOPPED,2022-05-17 18:24:10.000,,,ל-57 נתניה,4,5,6,10,2022-05-17 18:53:02.682,201401.51999999955,690949.6799999997
9567,ROAD_CLOSED,ROAD_CLOSED_EVENT,2022-03-22 16:00:02.000,,תל אביב - יפו,בן יהודה,2,0,0,10,2022-05-17 18:53:02.682,178672.3799999999,665806.7899999991
9568,ROAD_CLOSED,ROAD_CLOSED_EVENT,2022-01-04 21:37:08.000,,אור יהודה,יגאל אלון,2,0,0,6,2022-05-17 18:53:02.682,186214.3899999997,659530.0600000005
9569,WEATHERHAZARD,HAZARD_ON_SHOULDER_CAR_STOPPED,2022-05-17 18:48:26.000,,,4 צפון,3,5,19,10,2022-05-17 18:53:02.683,180698.6900000004,654359.3599999994
9570,JAM,JAM_STAND_STILL_TRAFFIC,2022-05-17 18:49:17.000,,,2 צפון,3,5,307,5,2022-05-17 18:53:02.683,188410.79000000004,695887.9299999997
9571,WEATHERHAZARD,HAZARD_ON_ROAD_CAR_STOPPED,2022-05-17 18:41:44.000,,,4 צפון,3,5,31,6,2022-05-17 18:53:02.683,189190.79000000004,675230.9900000002
9572,WEATHERHAZARD,HAZARD_ON_SHOULDER_CAR_STOPPED,2022-05-17 18:49:20.000,,,1 מערב / 6 צפון,3,5,9,10,2022-05-17 18:53:02.683,193310.25999999975,648820.5800000001
9573,JAM,JAM_HEAVY_TRAFFIC,2022-05-17 18:29:07.000,,תל אביב - יפו,יוניצמן,2,5,105,6,2022-05-17 18:53:02.683,181048.50999999975,672168.1300000008
9576,JAM,JAM_HEAVY_TRAFFIC,2022-05-17 18:27:57.000,,,4 דרום,3,5,199,7,2022-05-17 18:53:02.684,181074.58000000007,655463.4299999997
9575,JAM,JAM_MODERATE_TRAFFIC,2022-05-17 18:37:43.000,,פתח תקווה,דרך ירושלים,6,5,166,5,2022-05-17 18:53:02.684,190889.5700000003,665662.3499999996
9574,JAM,JAM_HEAVY_TRAFFIC,2022-05-17 18:39:56.000,,,1 מזרח,3,5,130,5,2022-05-17 18:53:02.684,182018.01999999955,659448.6600000001
9577,ROAD_CLOSED,ROAD_CLOSED_EVENT,2022-05-17 12:38:22.000,,תל אביב - יפו,שתולים,1,0,0,6,2022-05-17 18:53:02.685,180794.6399999997,661410.1999999993
